Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked_0,Embarked_1,Embarked_2,FamilySize,Survived
318,1.898932192420274,-0.3727849939013847,0,0,0,2,0.0,0.0,1.0,0,0
300,1.5888621295377254,4.14216046294407,1,0,1,1,1.0,0.0,0.0,1,1
604,1.1237570352139026,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
329,0.1160293308456196,-0.24662912639015405,1,1,1,3,0.0,0.0,1.0,2,1
258,0.03851181512498246,1.0289468673345115,1,0,0,1,0.0,0.0,1.0,0,1
291,-0.2715582477575661,0.8810399881834134,1,0,0,1,0.0,0.0,1.0,0,1
1249,-0.11652321631629182,-0.4911259646083181,0,0,0,3,0.0,0.0,1.0,0,0
111,1.356309582375814,0.36191584371191265,0,0,0,1,0.0,0.0,1.0,0,0
464,1.4338270980964511,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,0
361,0.8136869723313539,-0.10403916119546806,0,1,4,3,0.0,0.0,1.0,5,0
797,1.5113446138170883,-0.14214306674200186,1,0,0,1,0.0,0.0,1.0,0,1
340,1.2012745509345397,0.042901006327191425,0,0,0,1,0.0,0.0,1.0,0,0
1086,-1.6668735307290348,-0.015101691379121521,0,0,2,2,0.0,0.0,1.0,2,0
531,-2.1319786250528576,-0.14077420307613292,1,1,1,2,0.0,0.0,1.0,2,1
933,-0.11652321631629182,-0.13014037516330884,0,0,0,1,0.0,0.0,1.0,0,0
630,-0.11652321631629182,-0.4939468291401018,0,0,0,3,0.0,1.0,0.0,0,0
674,0.1160293308456196,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,1
215,-0.11652321631629182,-0.49362394745620336,0,1,0,3,0.0,1.0,0.0,1,0
1030,-0.5041107949194775,-0.48782367768557205,1,0,0,3,0.0,0.0,1.0,0,0
523,-0.11652321631629182,-0.5037744195548081,0,0,0,3,1.0,0.0,0.0,0,0
247,-0.34907576347820324,-0.4931405916419841,1,0,0,3,0.0,0.0,1.0,0,0
384,0.4260993937281682,0.36191584371191265,1,1,0,1,0.0,0.0,1.0,1,1
1270,1.9764497081409111,0.3232473785743707,0,0,0,1,0.0,0.0,1.0,0,0
69,-0.9692158892433004,-0.4902404567566684,1,4,2,3,0.0,0.0,1.0,6,1
326,0.5036169094488053,1.9789015164057067,1,0,0,1,1.0,0.0,0.0,0,1
919,-0.5428695527797961,-0.5037744195548081,0,0,0,3,1.0,0.0,0.0,0,0
170,-0.11652321631629182,0.4488386864945933,0,0,0,3,0.0,0.0,1.0,0,0
1015,-0.11652321631629182,-0.5032910637405889,0,0,0,3,0.0,0.0,1.0,0,0
889,-0.11652321631629182,-0.19007649612649893,1,1,2,3,0.0,0.0,1.0,3,0
796,0.7361694566107168,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,0
816,-0.11652321631629182,-0.6434642498641785,0,0,0,1,0.0,0.0,1.0,0,0
1261,-0.03900570059565468,-0.3755246546563796,0,0,0,2,1.0,0.0,0.0,0,0
804,-2.2544562998914643,-0.4788003913457266,0,0,1,3,1.0,0.0,0.0,1,1
1298,-0.5041107949194775,-0.44045480789208313,0,1,0,2,0.0,0.0,1.0,1,0
1048,-0.03900570059565468,3.644466381851795,1,0,0,1,0.0,0.0,1.0,0,0
67,-0.03900570059565468,-0.44045480789208313,1,0,0,2,0.0,0.0,1.0,0,1
559,0.7361694566107168,0.8965073742384304,1,1,1,1,0.0,0.0,1.0,2,1
649,-0.11652321631629182,-0.49749079396995755,0,0,0,3,0.0,0.0,1.0,0,0
385,-0.11652321631629182,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
659,-0.5041107949194775,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,0
603,-0.11652321631629182,0.17630721105171118,0,0,0,1,0.0,0.0,1.0,0,0
451,0.5036169094488053,-0.10693929608078369,0,1,2,2,0.0,0.0,1.0,3,0
65,-0.11652321631629182,-0.10750385567179178,0,0,0,1,1.0,0.0,0.0,0,0
249,0.5811344251694425,0.37263087540152556,0,1,1,1,0.0,0.0,1.0,2,1
85,-0.9692158892433004,-0.44045480789208313,1,0,0,2,0.0,0.0,1.0,0,1
1139,0.9687220037726282,-0.015101691379121521,0,1,1,2,0.0,0.0,1.0,2,0
1006,2.596589833906008,3.644466381851795,1,1,0,1,0.0,0.0,1.0,1,0
434,-0.9692158892433004,-0.5057078428116852,0,0,0,3,0.0,0.0,1.0,0,0
324,-0.5816283106401147,-0.08277150536981996,1,1,1,2,0.0,0.0,1.0,2,1
1237,-1.0467334049639376,-0.4955573707130805,1,0,0,3,0.0,0.0,1.0,0,0
220,0.03851181512498246,-0.44045480789208313,0,0,0,2,0.0,0.0,1.0,0,0
1126,0.7361694566107168,0.7347436506052941,0,1,0,1,1.0,0.0,0.0,1,0
869,-0.11652321631629182,-0.4597890404608541,0,0,0,3,0.0,0.0,1.0,0,0
92,-0.736663342081389,-0.4916093204225374,0,0,0,3,0.0,0.0,1.0,0,0
847,-0.11652321631629182,0.7012316252938433,0,8,2,3,0.0,0.0,1.0,10,0
194,-2.0544611093322205,-0.14077420307613292,0,1,1,2,0.0,0.0,1.0,2,1
1033,0.2710643622868939,2.286638695933064,1,0,0,1,0.0,0.0,1.0,0,0
158,0.03851181512498246,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
389,-0.11652321631629182,-0.4940260994936338,0,0,0,3,0.0,1.0,0.0,0,0
894,2.519072318185371,-0.4561638718542096,0,0,0,2,0.0,1.0,0.0,0,0
198,0.9687220037726282,-0.4809754925097134,0,0,1,3,0.0,0.0,1.0,1,0
263,1.7438971609789997,0.8965073742384304,0,1,1,1,0.0,0.0,1.0,2,0
982,-0.5816283106401147,-0.3747184171582618,1,1,0,3,0.0,0.0,1.0,1,0
915,-0.6591458263607518,0.5432554778209294,0,0,1,1,1.0,0.0,0.0,1,0
37,-0.11652321631629182,-0.5036932157780193,0,0,0,3,1.0,0.0,0.0,0,1
1112,0.03851181512498246,-0.3755246546563796,1,1,0,2,1.0,0.0,0.0,1,0
436,-1.201768436405212,1.6766436583883395,1,1,2,1,0.0,0.0,1.0,3,1
320,0.8136869723313539,1.9569900306355188,1,1,1,1,1.0,0.0,0.0,2,1
875,-0.11652321631629182,-0.17944266821367488,1,1,0,2,1.0,0.0,0.0,1,1
1154,-0.03900570059565468,-0.19877690078244586,1,0,2,2,0.0,0.0,1.0,2,0
1217,-0.5041107949194775,-0.507157910254343,0,0,0,3,0.0,0.0,1.0,0,0
1287,-0.8916983735226632,0.5165897042620805,1,1,0,1,0.0,0.0,1.0,1,0
892,0.3873406358678496,-0.4920926762367567,0,0,0,3,0.0,1.0,0.0,0,0
907,-0.4265932791988404,-0.10750385567179178,1,1,0,2,1.0,0.0,0.0,1,0
697,1.1237570352139026,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
205,-0.8916983735226632,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,1
1115,-0.6591458263607518,-0.49273843960455366,0,0,0,3,0.0,0.0,1.0,0,0
54,-0.03900570059565468,-0.14077420307613292,1,1,0,2,0.0,0.0,1.0,1,1
988,3.604317538274291,0.8810399881834134,1,1,0,1,0.0,0.0,1.0,1,0
641,-0.736663342081389,-0.4916093204225374,0,0,0,3,0.0,0.0,1.0,0,0
1074,-0.8916983735226632,0.38318349953756076,1,1,0,1,0.0,0.0,1.0,1,0
920,0.891204488051991,-0.05377015651666348,0,0,0,1,0.0,0.0,1.0,0,0
970,0.03851181512498246,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,0
1080,-0.11652321631629182,0.7012316252938433,1,8,2,3,0.0,0.0,1.0,10,0
444,-0.11652321631629182,-0.3921192264701557,1,0,0,2,0.0,0.0,1.0,0,1
806,0.1160293308456196,-0.4931405916419841,0,0,0,3,0.0,0.0,1.0,0,0
228,-0.6979045842210704,-0.5032910637405889,0,0,0,3,0.0,0.0,1.0,0,0
650,-0.5041107949194775,-0.49749079396995755,1,0,0,3,0.0,0.0,1.0,0,1
751,-1.9769435936115833,-0.19877690078244586,1,1,1,2,0.0,0.0,1.0,2,1
769,-0.11652321631629182,-0.17654253332835926,0,1,0,3,0.0,1.0,0.0,1,0
425,-0.8916983735226632,-0.252671074067895,0,1,1,3,0.0,0.0,1.0,2,0
571,2.519072318185371,-0.44045480789208313,0,0,0,2,0.0,0.0,1.0,0,1
1189,-0.11652321631629182,-0.22431355515927853,0,2,0,3,1.0,0.0,0.0,2,0
155,-0.11652321631629182,-0.5020826742050406,0,0,0,3,0.0,0.0,1.0,0,0
14,0.7361694566107168,-0.038786126275866,0,1,5,3,0.0,0.0,1.0,6,0
512,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
305,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
906,1.356309582375814,0.5393074275303864,1,1,0,1,0.0,0.0,1.0,1,0
256,-0.03900570059565468,-0.34869840696720983,1,0,2,3,1.0,0.0,0.0,2,1
775,1.898932192420274,-0.19877690078244586,1,1,3,2,0.0,0.0,1.0,4,1
296,-0.11652321631629182,-0.10750385567179178,0,0,0,1,1.0,0.0,0.0,0,0
1093,-2.261432876306322,-0.3650513008738763,0,0,2,3,0.0,0.0,1.0,2,0
226,-0.5816283106401147,-0.46268917534616977,0,0,0,3,0.0,0.0,1.0,0,0
579,-0.11652321631629182,-0.3639241151151169,1,1,0,3,1.0,0.0,0.0,1,0
299,-0.11652321631629182,-0.05377015651666348,0,0,0,1,0.0,0.0,1.0,0,1
1152,0.5423756673091239,-0.3070486031675634,0,1,0,3,0.0,0.0,1.0,1,0
666,0.19354684656625676,0.7776018439404888,0,2,0,2,0.0,0.0,1.0,2,0
487,0.4260993937281682,1.09661668132521,1,1,0,1,0.0,0.0,1.0,1,1
1208,2.131484739582185,2.189402973498201,0,1,0,1,1.0,0.0,0.0,1,0
455,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
471,-0.11652321631629182,-0.5032910637405889,0,0,0,3,0.0,0.0,1.0,0,0
1254,0.1160293308456196,-0.23744536591998783,1,0,0,2,0.0,0.0,1.0,0,0
492,-0.6591458263607518,-0.5032910637405889,0,0,0,3,0.0,0.0,1.0,0,0
183,-1.5893560150083976,-0.036611025111879254,0,4,2,3,0.0,0.0,1.0,6,0
1248,2.2865197710234595,0.35184657539009667,1,2,0,1,0.0,0.0,1.0,2,0
53,1.5113446138170883,0.8400359477515641,1,1,0,1,1.0,0.0,0.0,1,1
3,-0.2715582477575661,-0.4902404567566684,1,0,0,3,0.0,0.0,1.0,0,1
824,-0.19404073203692898,-0.40226969856876044,1,0,1,3,0.0,0.0,1.0,1,1
144,-0.8141808578020261,-0.5129581800249743,0,0,0,3,0.0,1.0,0.0,0,0
1123,-0.6591458263607518,-0.13014037516330884,1,0,0,1,0.0,0.0,1.0,0,0
1083,-0.11652321631629182,-0.14077420307613292,0,0,0,1,0.0,0.0,1.0,0,0
1222,1.4338270980964511,0.06706879703815516,1,0,2,2,0.0,0.0,1.0,2,0
1125,-0.11652321631629182,-0.4911259646083181,0,0,0,3,0.0,1.0,0.0,0,0
486,-0.11652321631629182,-0.15108514930505848,1,3,1,3,0.0,0.0,1.0,4,0
127,-0.11652321631629182,-0.49362394745620336,0,0,0,3,0.0,1.0,0.0,0,0
344,-0.34907576347820324,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,0
390,-0.9692158892433004,-0.41145345903892666,1,0,0,2,1.0,0.0,0.0,0,1
517,0.34858187800753104,-0.44045480789208313,1,0,0,2,0.0,0.0,1.0,0,1
770,0.19354684656625676,-0.4817817300078311,0,0,0,3,0.0,0.0,1.0,0,0
269,2.2090022553028223,2.3236154157208384,1,0,1,1,0.0,0.0,1.0,1,1
749,-0.8141808578020261,0.38318349953756076,0,1,0,1,0.0,0.0,1.0,1,0
39,-0.8916983735226632,-0.29544806362630077,1,2,0,3,0.0,0.0,1.0,2,0
1211,-0.5816283106401147,-0.0344359239478925,0,2,0,2,0.0,0.0,1.0,2,0
530,-0.5041107949194775,-0.42112057532331215,0,2,1,2,0.0,0.0,1.0,3,0
1021,-0.4265932791988404,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
398,1.2787920666551769,-0.14077420307613292,0,0,0,2,0.0,0.0,1.0,0,0
469,-0.11652321631629182,-0.49410730327042257,0,0,0,3,0.0,1.0,0.0,0,0
131,0.2710643622868939,-0.4908050163476765,0,0,0,3,1.0,0.0,0.0,0,0
1137,0.891204488051991,0.35925738673370655,0,1,0,1,0.0,0.0,1.0,1,0
556,2.519072318185371,-0.13014037516330884,0,0,0,1,0.0,0.0,1.0,0,0
1157,-0.11652321631629182,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
120,-2.1319786250528576,-0.038786126275866,1,4,2,3,0.0,0.0,1.0,6,0
784,-0.11652321631629182,-0.19007649612649893,0,1,2,3,0.0,0.0,1.0,3,0
1194,1.0462395194932654,-0.23744536591998783,0,0,1,2,0.0,0.0,1.0,1,0
1169,0.8136869723313539,-0.14077420307613292,0,1,0,2,0.0,0.0,1.0,1,0
243,-0.03900570059565468,-0.44045480789208313,0,0,0,2,0.0,0.0,1.0,0,0
883,-0.5816283106401147,-0.44013192620818464,1,0,0,3,0.0,0.0,1.0,0,0
231,0.4260993937281682,0.9704608138139792,1,1,0,1,0.0,0.0,1.0,1,1
1203,-0.5816283106401147,-0.5037744195548081,0,0,0,3,1.0,0.0,0.0,0,0
293,0.5036169094488053,-0.39453600554125207,0,0,0,2,1.0,0.0,0.0,0,0
7,1.898932192420274,0.35925738673370655,0,0,0,1,0.0,0.0,1.0,0,0
20,-0.11652321631629182,-0.5037744195548081,1,0,0,3,1.0,0.0,0.0,0,1
261,-0.11652321631629182,-0.49362394745620336,0,0,0,3,0.0,1.0,0.0,0,0
844,0.3873406358678496,-0.5190001277027153,0,0,0,3,1.0,0.0,0.0,0,0
705,-0.2715582477575661,-0.4916093204225374,0,1,0,3,0.0,0.0,1.0,1,0
682,-0.19404073203692898,0.8400359477515641,0,0,0,1,1.0,0.0,0.0,0,1
268,-0.34907576347820324,-0.4931405916419841,0,1,0,3,0.0,0.0,1.0,1,1
1061,-0.5816283106401147,-0.47018119046656853,1,0,0,3,0.0,0.0,1.0,0,0
117,3.1779712018107866,-0.49362394745620336,0,0,0,3,0.0,1.0,0.0,0,0
615,0.4260993937281682,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
288,-0.5816283106401147,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
31,0.8136869723313539,-0.10750385567179178,0,0,0,1,1.0,0.0,0.0,0,0
1040,-0.11652321631629182,-0.13014037516330884,0,0,0,1,0.0,0.0,1.0,0,0
687,-1.201768436405212,0.12386310520891992,0,4,1,3,0.0,0.0,1.0,5,0
793,-0.11652321631629182,0.7012316252938433,1,8,2,3,0.0,0.0,1.0,10,0
118,-0.03900570059565468,-0.23744536591998783,0,1,0,2,0.0,0.0,1.0,1,0
557,1.4338270980964511,0.12217135985915248,1,1,0,1,1.0,0.0,0.0,1,1
957,-0.11652321631629182,-0.23744536591998783,1,0,0,2,0.0,0.0,1.0,0,0
351,-0.5041107949194775,-0.4651059544172661,0,0,0,3,0.0,0.0,1.0,0,0
752,-1.821908562170309,-0.40226969856876044,0,0,1,3,0.0,0.0,1.0,1,1
478,-0.03900570059565468,-0.5072391140311319,0,1,0,3,0.0,0.0,1.0,1,0
252,-0.03900570059565468,-0.44117984161341206,1,1,1,3,0.0,0.0,1.0,2,0
272,-0.34907576347820324,-0.6434642498641785,0,0,0,3,0.0,0.0,1.0,0,1
48,-0.11652321631629182,-0.49362394745620336,1,0,0,3,0.0,1.0,0.0,0,1
166,-1.5893560150083976,-0.24662912639015405,0,0,2,3,0.0,0.0,1.0,2,1
438,-0.4265932791988404,-0.2809473891997225,1,2,3,2,0.0,0.0,1.0,5,1
754,-0.5041107949194775,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
1213,-0.34907576347820324,-0.5036932157780193,0,0,0,3,1.0,0.0,0.0,0,0
1089,-0.8916983735226632,-0.4931405916419841,1,0,0,3,0.0,0.0,1.0,0,0
460,-0.11652321631629182,-0.49362394745620336,0,0,0,3,0.0,1.0,0.0,0,0
73,-0.6591458263607518,0.7776018439404888,0,0,0,2,0.0,0.0,1.0,0,0
1104,-0.9692158892433004,0.7776018439404888,0,0,0,2,0.0,0.0,1.0,0,0
1128,2.674107349626645,0.811436750935838,0,1,0,1,1.0,0.0,0.0,1,0
229,-0.8916983735226632,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,0
40,-1.201768436405212,-0.42611460759582565,1,1,0,3,1.0,0.0,0.0,1,1
346,-0.4265932791988404,-0.3921192264701557,1,0,0,2,0.0,0.0,1.0,0,1
435,1.5888621295377254,0.43731935073011946,0,1,0,1,0.0,0.0,1.0,1,0
392,-0.6591458263607518,-0.49273843960455366,0,0,0,3,0.0,0.0,1.0,0,1
676,-0.8916983735226632,-0.4931405916419841,0,0,0,3,0.0,0.0,1.0,0,0
151,1.6663796452583626,-0.4013029869403219,0,0,0,2,0.0,0.0,1.0,0,0
163,-0.2715582477575661,-0.4931405916419841,0,0,0,3,0.0,0.0,1.0,0,0
1016,-0.11652321631629182,-0.49362394745620336,0,0,0,3,0.0,1.0,0.0,0,0
655,-0.8916983735226632,-0.5129581800249743,1,0,0,3,0.0,1.0,0.0,0,0
990,-0.736663342081389,-0.4916093204225374,1,0,0,3,0.0,0.0,1.0,0,0
928,-0.11652321631629182,-0.48782367768557205,1,0,0,3,0.0,0.0,1.0,0,0
242,-0.11652321631629182,-0.3437836450482282,1,1,0,3,0.0,1.0,0.0,1,1
1100,0.2710643622868939,-0.10750385567179178,1,0,0,1,1.0,0.0,0.0,0,0
638,0.1160293308456196,-0.13594064493394017,0,1,1,2,0.0,0.0,1.0,2,0
941,0.5036169094488053,-0.33604995202071986,1,0,2,3,0.0,0.0,1.0,2,0
496,-0.11652321631629182,-0.3639241151151169,0,0,0,3,1.0,0.0,0.0,0,0
1011,-0.03900570059565468,-0.14077420307613292,1,1,0,2,0.0,0.0,1.0,1,0
967,0.23230560442657533,3.4457259384308845,0,0,0,1,1.0,0.0,0.0,0,0
275,-0.11652321631629182,-0.49362394745620336,1,0,0,3,0.0,1.0,0.0,0,1
96,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
1220,-0.03900570059565468,-0.14077420307613292,0,1,0,2,0.0,0.0,1.0,1,0
1246,-2.2738356788216234,-0.2456624147617155,1,1,2,3,0.0,0.0,1.0,3,0
538,0.03851181512498246,1.4141814512672732,1,0,0,1,1.0,0.0,0.0,0,1
277,1.2012745509345397,-0.49362394745620336,1,0,0,3,0.0,0.0,1.0,0,0
68,-0.8141808578020261,-0.48572978029837416,0,0,0,3,0.0,0.0,1.0,0,0
945,-0.11652321631629182,4.44143891572259,1,3,2,1,0.0,0.0,1.0,5,0
360,-0.11652321631629182,-0.4911259646083181,1,0,0,3,0.0,1.0,0.0,0,1
722,-0.9692158892433004,-0.5070767064775542,0,1,0,3,0.0,0.0,1.0,1,0
664,0.5036169094488053,-0.49853870937518496,0,0,0,3,0.0,0.0,1.0,0,0
373,-0.8141808578020261,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
462,0.34858187800753104,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
584,0.5036169094488053,0.13232183195775724,0,0,0,1,1.0,0.0,0.0,0,0
1134,1.2012745509345397,1.9569900306355188,0,1,1,1,1.0,0.0,0.0,2,0
1036,0.9687220037726282,-0.13014037516330884,0,0,0,1,0.0,0.0,1.0,0,0
702,0.4260993937281682,-0.13521561121261122,0,0,0,1,0.0,0.0,1.0,0,1
1151,-0.6591458263607518,-0.4931405916419841,0,0,0,3,0.0,0.0,1.0,0,0
208,-0.2715582477575661,-0.2802223554783936,0,0,0,3,1.0,0.0,0.0,0,1
878,-0.8141808578020261,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
879,-0.11652321631629182,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
1198,0.03851181512498246,2.286638695933064,0,1,2,1,0.0,0.0,1.0,3,0
289,0.9687220037726282,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,1
1160,-0.11652321631629182,-0.48782367768557205,1,0,0,3,0.0,0.0,1.0,0,0
285,-0.11652321631629182,-0.14077420307613292,0,0,0,1,0.0,0.0,1.0,0,0
714,-0.03900570059565468,-0.4601119221447526,0,0,0,3,0.0,0.0,1.0,0,0
1155,-2.2094961407734948,-0.40790949420907097,1,1,1,3,0.0,0.0,1.0,2,0
104,0.2710643622868939,-0.4761419343675206,0,0,0,3,0.0,0.0,1.0,0,0
400,-0.11652321631629182,-0.3988862078692256,1,0,0,2,0.0,0.0,1.0,0,1
270,0.4260993937281682,1.9789015164057067,1,0,0,1,0.0,0.0,1.0,0,1
274,0.5811344251694425,-0.06923754257168029,0,0,1,1,1.0,0.0,0.0,1,0
951,0.5036169094488053,4.429355020367108,1,0,0,1,1.0,0.0,0.0,0,0
202,-0.11652321631629182,0.7012316252938433,0,8,2,3,0.0,0.0,1.0,10,0
688,-0.8141808578020261,-0.44681963725372253,0,0,0,3,0.0,0.0,1.0,0,0
855,1.1237570352139026,-0.14077420307613292,1,1,0,2,0.0,0.0,1.0,1,0
1130,-0.8916983735226632,-0.3921192264701557,1,1,1,2,0.0,0.0,1.0,2,0
612,-0.11652321631629182,-0.507157910254343,0,0,0,3,0.0,0.0,1.0,0,0
633,0.19354684656625676,-0.05377015651666348,0,0,0,1,1.0,0.0,0.0,0,1
493,1.9764497081409111,-0.05377015651666348,0,0,0,1,0.0,0.0,1.0,0,0
1271,-1.8994260778909462,-0.036611025111879254,0,4,2,3,0.0,0.0,1.0,6,0
1124,-0.6591458263607518,-0.5178729419439559,0,1,0,3,0.0,0.0,1.0,1,0
470,-2.228875519703654,-0.2711197987850163,1,2,1,3,1.0,0.0,0.0,3,1
367,2.3640372867440966,0.811436750935838,1,1,0,1,1.0,0.0,0.0,1,1
669,1.0462395194932654,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
1244,-0.8916983735226632,0.7776018439404888,0,0,0,2,0.0,0.0,1.0,0,0
738,0.4260993937281682,9.262027654708204,0,0,0,1,1.0,0.0,0.0,0,1
109,0.6586519408900796,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
1066,0.8136869723313539,-0.036611025111879254,0,1,5,3,0.0,0.0,1.0,6,0
823,0.6586519408900796,-0.6434642498641785,0,0,0,1,0.0,0.0,1.0,0,0
725,-0.19404073203692898,0.38318349953756076,0,1,0,1,0.0,0.0,1.0,1,1
703,-0.8916983735226632,-0.3640033854686489,1,0,1,3,1.0,0.0,0.0,1,0
608,-0.19404073203692898,-0.05377015651666348,0,0,0,1,0.0,0.0,1.0,0,1
830,2.519072318185371,0.9032743556375001,1,0,0,1,0.0,0.0,1.0,0,1
594,-0.11652321631629182,-0.49362394745620336,1,0,2,3,0.0,1.0,0.0,2,0
513,0.5036169094488053,-0.13521561121261122,0,0,0,1,0.0,0.0,1.0,0,1
1013,-0.11652321631629182,-0.49362394745620336,0,1,0,3,0.0,1.0,0.0,1,0
1292,0.03851181512498246,2.544106870781617,1,0,0,1,0.0,0.0,1.0,0,0
563,-0.11652321631629182,-0.3824521101857702,0,0,0,2,0.0,0.0,1.0,0,0
881,-0.34907576347820324,-0.14077420307613292,1,0,1,2,0.0,0.0,1.0,1,1
58,-0.07776445845597325,-0.5036932157780193,0,0,0,3,1.0,0.0,0.0,0,0
1288,-0.4265932791988404,-0.5032910637405889,0,0,0,3,0.0,1.0,0.0,0,0
447,-1.279285952125849,-0.2664467147731443,1,0,1,2,0.0,0.0,1.0,1,1
532,-0.11652321631629182,-0.5036932157780193,0,0,0,3,1.0,0.0,0.0,0,0
1181,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
838,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
63,1.2012745509345397,0.9704608138139792,0,1,0,1,0.0,0.0,1.0,1,0
214,0.03851181512498246,-0.3921192264701557,0,0,0,2,0.0,0.0,1.0,0,0
506,-0.8916983735226632,1.4620336768749818,0,1,0,1,1.0,0.0,0.0,1,0
432,-0.11652321631629182,-0.3321831055069656,1,1,0,3,0.0,0.0,1.0,1,1
1067,-1.1242509206845748,0.11057082031788987,1,0,2,2,0.0,0.0,1.0,2,0
948,0.4260993937281682,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
1164,-0.2715582477575661,2.0010566135062615,1,1,0,1,1.0,0.0,0.0,1,0
178,1.5888621295377254,-0.08833009723334165,1,0,0,1,1.0,0.0,0.0,0,0
639,0.891204488051991,0.12386310520891992,1,0,5,3,0.0,0.0,1.0,5,0
253,2.519072318185371,-0.13014037516330884,0,0,0,1,0.0,0.0,1.0,0,0
401,0.7361694566107168,-0.4902404567566684,0,0,0,3,0.0,0.0,1.0,0,1
931,-0.11652321631629182,0.4488386864945933,0,0,0,3,0.0,0.0,1.0,0,0
437,-0.6591458263607518,0.02114999468732407,1,2,2,3,0.0,0.0,1.0,4,0
971,-0.4265932791988404,-0.49362394745620336,1,0,0,3,0.0,1.0,0.0,0,0
86,0.2710643622868939,-0.33701666364915833,1,3,0,3,0.0,0.0,1.0,3,1
1096,-0.34907576347820324,-0.44045480789208313,0,0,0,2,0.0,0.0,1.0,0,0
798,0.1160293308456196,-0.4755793081997694,1,0,0,3,0.0,0.0,1.0,0,1
898,0.03851181512498246,-0.49595952275051086,1,0,0,3,0.0,1.0,0.0,0,0
1077,0.8136869723313539,-0.33411652876384274,0,0,0,2,0.0,0.0,1.0,0,0
23,-1.1242509206845748,-0.4882258297230025,1,0,0,3,0.0,1.0,0.0,0,1
564,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
1127,-0.736663342081389,-0.4916093204225374,0,0,0,3,0.0,0.0,1.0,0,0
1308,-0.11652321631629182,-0.48782367768557205,0,0,0,3,0.0,0.0,1.0,0,0
1110,1.5888621295377254,3.4457259384308845,1,1,1,1,1.0,0.0,0.0,2,0
413,0.2710643622868939,1.09661668132521,1,1,0,1,0.0,1.0,0.0,1,1
657,-0.11652321631629182,-0.4908050163476765,0,0,0,3,0.0,0.0,1.0,0,0
397,0.1160293308456196,-0.4916093204225374,1,0,0,3,0.0,0.0,1.0,0,0
1233,0.19354684656625676,-0.49692623437894945,0,0,0,3,0.0,0.0,1.0,0,0
423,-0.03900570059565468,-0.491207168385107,0,0,0,3,0.0,0.0,1.0,0,0
932,0.7361694566107168,-0.3840626517587488,0,0,1,3,1.0,0.0,0.0,1,0
196,2.2090022553028223,2.189402973498201,1,0,0,1,1.0,0.0,0.0,0,1
805,-0.19404073203692898,-0.5086079776970008,0,0,0,3,0.0,0.0,1.0,0,1
443,-0.34907576347820324,-0.4931405916419841,0,1,0,3,0.0,0.0,1.0,1,0
1148,-0.11652321631629182,-0.49362394745620336,0,0,0,3,0.0,1.0,0.0,0,0
592,1.7438971609789997,0.8697623303260494,1,1,0,1,1.0,0.0,0.0,1,1
663,1.356309582375814,-0.14874957401075098,0,0,0,1,0.0,0.0,1.0,0,0
377,-0.5816283106401147,-0.5032910637405889,1,0,0,3,0.0,0.0,1.0,0,1
237,1.1237570352139026,-0.14077420307613292,0,1,0,2,0.0,0.0,1.0,1,0
593,1.356309582375814,-0.5032910637405889,0,0,0,3,0.0,0.0,1.0,0,0
